Datetime,Tweet Id,text,usernames,Stomach,Place
2022-05-30 14:20:44 + 00:00,1531279447898222592,"@dingyi why did you say Shanghai wasn't really unblocked? Let's first look at the definition of a green code. It turned out to be yellow only in areas with an epidemic; I don't know when it became yellow without nucleic acid. Has it recovered now? No. Second, the nucleic acid results before the closure of Shanghai were originally shown by CT values; are CT values shown now? CT values have not been shown since they were manipulated by the nucleic acid faction in order to conceal the falsification. It was still too early for the blockade to be lifted, the nucleic acid faction did not compromise at all, and the energy of the nucleic acid faction was still very strong; the purpose was to keep making nucleic acid",Forestlawtk,,
2022-05-30 14:20:30 + 00:00,1531279386917318657,"Now that Shanghai is gradually being unblocked, it is clear that this was done as a last resort due to intense pressure from the economy and public opinion. If the subsequent epidemic rebounds again, those two months of huge losses will become a joke. Even if Shanghai is actually cleared, who knows where the next wave of the epidemic will break out? The two-month closure of Shanghai changed many things. The complete collapse of various economic indicators has shattered the confidence of a large part of the population in the system and national transportation.",Stormwind Moon,,
2022-05-30 14:00:03 + 00:00,1531274240724443137,"Shanghai finally confirmed the lifting of the blockade on June 1, the Neighborhood Committee will not be able to restrict residents from entering and leaving
 Shanghai, China, the Chinese Communist Party of China, the novel coronavirus, COVID-19, epidemic prevention, COVID19, Apple News, appledailytw, appledailytw, appledailytw,
 https://t.co/4koixCw2E3",TW_nextMedia,,
2022-05-30 13:51:01 + 00:00,1531271968170708994,"2. From April 2020 to December 2021, China controlled the epidemic through strong measures. Although repeated, there were no large-scale outbreaks at the Wuhan level before the closure of Xi'an. On the other hand, the epidemic in foreign countries has gone from wave to wave, and even with partial lockdown measures, it is impossible to control it. As a result, China suddenly became an exemplary case of success in fighting the epidemic. Wuhan's voice of accountability disappeared, and it became a sense of superiority of the system's confidence.",Stormwind Moon,,
2022-05-30 13:50:55 + 00:00,1531271944338755584,"@Jessica97804642 I hope the epidemic will be resolved soon. Although the lockdown and dynamic zeroing are too extreme, are they useful, aren't they",Liuer 1969,,
2022-05-30 13:47:39 + 00:00,1531271122142040064,"Shanghai claims that the blockade will be gradually lifted from June 1. Although it has not yet reached the final stage, it seems that two and a half years of COVID-19 outbreaks can also be summarized. According to the timeline, the epidemic can be divided into three stages: 1. From January to March 2020, the Wuhan epidemic broke out. Local governments concealed information, causing the epidemic to spread. At the end of January, city closure measures began. There was a huge wave of domestic accountability during this period, and it was a period of failure in China's fight against the epidemic.",Stormwind Moon,,
2022-05-30 13:32:53 + 00:00,1531267406676766721,"However, these two extremes have occurred in the same city. On the one hand, “do not increase indiscriminately” is used as a shield against deregulation and the spread of the epidemic, and on the other hand, extreme control methods that are unreasonable are used in regional control on the grounds of “strict prevention and control.” As a result, Shanghai residents simultaneously experienced the risks of coexistence and the inconvenience of the closure of the city. The situation shown in the textbook storm was actually also caused by the lack of a uniform “ruler”
 ↓ continued",feather1904,,
2022-05-30 12:53:52 + 00:00,1531257585487056896,"The
 blockade should be lifted a few days after the om4k v2 5dan was completed. It's an explanation for the epidemic.
 Think of it really was a magical two and a half months, the inexplicable closure of the city, the inexplicable VF19, then the inexplicable 5dan, and the
 most inexplicable thing was Chaotian Jang. Suddenly, I became a super friend, and after
 a while, I should be able to go back to working and playing Mai... https://t.co/JafxCc5TJ1",uznp_72,,
2022-05-30 12:53:37 + 00:00,1531257521297494016,"The Chukoku epidemic will also reach an inflection point. The medical insurance and local authorities will ask the other party to eat, greet each other with alcohol and food to their heart's content, quickly sift through more than a trillion yen nucleic acid. Currently, they can't wake up when they are drunk, otherwise they hide in the restroom to respond. Since they are left with only normal nucleic acid at a limited price, it's better not to go home! A 14-day blockade of the country is enough. After 40 more days of blindness, purchasing formula, nucleic acid, vaccines, and supplies on behalf of others is profit! Of course they don't coexist again at any time! https://t.co/euvJoHoavS",milkfish323,,
2022-05-30 12:47:40 + 00:00,1531256025717825537,"The Beijing social meeting cleared up the loneliness, the isolation wall was still being installed, the square cabin was still being built, and the unblocking ceremony began first. A layoff company in Zhongguancun went bankrupt and went bankrupt, and public entrepreneurship is far away. The Beijing subway is so cold and clean that it's so unpopular. Beijing Outbreak | Beijing Closure | China's Outbreak Out of Control | China's Outbreak
 https://t.co/p4tCEuBjBv",Zaiyeshuo,,
2022-05-30 12:30:03 + 00:00,1531251594091565056,"When Shanghai first closed down the city in early April, the Shanghai Public Security Police said to residents, “The epidemic can be completely controlled in Shanghai. After 15 days — at most, right, it won't be fully controlled for more than 15 days; everyone will be able to return to the beginning.” (This clip was recorded and recorded by the Public Security Police) https://t.co/nUlYtIwODC",Aniduserd,,
2022-05-30 12:26:02 + 00:00,1531250581242892288,"366 (Brief Commentary on Current Affairs) The demonization of the epidemic is a political need. The elimination of the city closure has caused social unrest and economic decline, forcing the government to change policies. Now data from around the world has proven that the consequences of liberalization are the least costly. https://t.co/m0F3Dhwkge from @YouTube",Josezhanh,,
2022-05-30 12:10:34 + 00:00,1531246689771991043,"@sanzhao41 very Chinese characteristic
 When the lockdown of the epidemic began, the clerk in our unit group sent a disclaimer document for normal work, saying they signed it, and it was sent to the group. I didn't squeak or say no problems. The next day, there were people who filled in their names directly in Word, took screenshots and retouched their signatures and signed them manually, and others printed out their signatures to take pictures, which blew the leaders up 🤣🤣🤣",Mikemingzhele,,
2022-05-30 10:10:01 + 00:00,1531216351251013632,"Experts on lifting restrictions on enterprises in Shanghai say the withdrawal of foreign capital may become the norm. The

 two-month closure of the epidemic has severely damaged Shanghai's economy and has also caused foreign-funded enterprises to consider withdrawing from China. The Shanghai government announced the lifting of “unreasonable” restrictions on enterprises a few days ago. However, experts said that the CCP is facing irreversible pressure, and the withdrawal of foreign capital from China may become the norm. 

https://t.co/ufZ8CeExj8",china_epoch,,
2022-05-30 09:57:23 + 00:00,1531213173780774913,@fangshimin that's not a single problem! There are more than hundreds of thousands involved in this lockdown campaign! There are times when people suffer and lose their lives. The test here is that loyalty is not an epidemic.,Chuanfu20,,
